[ 2026-06-30 22:27:10,218 ] 19 root - INFO - Initiate the data ingestion
[ 2026-06-30 22:27:32,642 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 22:27:32,642 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 22:27:32,643 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 22:27:32,712 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 22:27:32,713 ] 21 root - INFO - Data Initiation Completed
[ 2026-06-30 22:27:32,740 ] 25 root - INFO - Initiate the data Validation
[ 2026-06-30 22:27:32,979 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 22:27:32,979 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 22:27:32,980 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 22:27:32,980 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 22:27:33,269 ] 27 root - INFO - data Validation Completed
[ 2026-06-30 22:27:33,270 ] 30 root - INFO - data Transformation started
[ 2026-06-30 22:27:33,270 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 22:27:33,270 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 22:27:33,315 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 22:27:33,315 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 22:27:33,368 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 22:27:33,379 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 22:27:33,383 ] 34 root - INFO - data Transformation completed
[ 2026-06-30 22:27:33,383 ] 36 root - INFO - Model Training sstared
