[ 2026-06-30 23:03:25,897 ] 19 root - INFO - Initiate the data ingestion
[ 2026-06-30 23:03:38,450 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-30 23:03:38,450 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-30 23:03:38,450 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-30 23:03:38,507 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-30 23:03:38,508 ] 21 root - INFO - Data Initiation Completed
[ 2026-06-30 23:03:38,519 ] 25 root - INFO - Initiate the data Validation
[ 2026-06-30 23:03:38,793 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 23:03:38,793 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 23:03:38,794 ] 32 root - INFO - Required number of columns:2
[ 2026-06-30 23:03:38,794 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-30 23:03:39,033 ] 27 root - INFO - data Validation Completed
[ 2026-06-30 23:03:39,033 ] 30 root - INFO - data Transformation started
[ 2026-06-30 23:03:39,033 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-30 23:03:39,033 ] 65 root - INFO - Starting data transformation
[ 2026-06-30 23:03:39,066 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-30 23:03:39,066 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-30 23:03:39,081 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 23:03:39,086 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 23:03:39,087 ] 34 root - INFO - data Transformation completed
[ 2026-06-30 23:03:39,088 ] 36 root - INFO - Model Training sstared
[ 2026-06-30 23:07:22,848 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 23:07:22,860 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 23:07:22,860 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-30 23:07:22,960 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-30 23:07:22,963 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_30_2026_23_03_16\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911773653787649, precision_score=0.9888709024686362, recall_score=0.9934946127261639), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.979476861167002, precision_score=0.9759422614274258, recall_score=0.9830371567043619))
[ 2026-06-30 23:07:22,968 ] 41 root - INFO - Model Training artifact created
